"","unique_id","block","trt","cross","pop_parent_1","pop_parent_2","colors","first_flower","wilt1","wilt2","wilt3","wilt4","wilt5","wilt6","wilt7","wilt8","dead1","dead2","survived","height_cm","leaf_nodes_main","bushiness","flower_count","days_1flower","flowering","w_b","pop_T","pop_B","pop_V","pop_P","pop_L","initial_h"
"136",297,"9","late drought","B1207-2xB1127-2","B","B","M_M","03-may","","","","","","30-Apr","","",0,0,1,69,14,2,5,56,1,"w",0,1,0,0,0,14.8
"137",298,"10","early drought","P513-10xB2324-3","P","B","M_M","","","26-mar","","8-Apr","24-Apr","","","",0,0,1,8,3,8,0,NA,0,"b",0,1,0,1,0,8.3
"138",300,"9","control","V2519-8xL1502-12","V","L","Y_Y","07-may","","","","","","","","",0,0,1,35,11,33,3,60,1,"b",0,0,1,0,1,6.9
"139",305,"9","control","B2324-4xP513-10","B","P","M_M","","","","","","","","","",0,0,1,26,12,25,0,NA,0,"b",0,1,0,1,0,4.9
"140",306,"11","late drought","P2409-9xB2913-2","P","B","M_M","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",0,1,0,1,0,5
"141",307,"10","early drought","B1223-1xB1613-3","B","B","M_M","25-Apr","","26-mar","","9-Apr","24-Apr","","","20-may",0,0,1,15,2,9,1,48,1,"w",0,1,0,0,0,19
"142",309,"11","control","T829-3xT2930-2","T","T","Y_Y","24-Apr","","","","12-Apr","24-Apr","","14-may","",0,0,1,80,10,12,6,47,1,"w",1,0,0,0,0,5.5
"143",310,"11","late drought","P1423-7xB2315-1","P","B","M_M","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",0,1,0,1,0,5
"144",311,"11","control","B2315-1xP1423-7","B","P","M_M","10-may","","","","","24-Apr","02-may","14-may","",0,0,1,66,15,55,6,63,1,"b",0,1,0,1,0,5.6
"145",312,"11","control","T2803-1xT2505-3","T","T","Y_Y","30-Apr","","","","","24-Apr","","14-may","",0,0,1,69,19,59,7,53,1,"w",1,0,0,0,0,9.9
"146",313,"11","late drought","B723-3xT2930-2","B","T","M_Y","24-Apr","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,47,1,"b",1,1,0,0,0,3.7
"147",316,"11","late drought","T515-6xL624-9","T","L","Y_Y","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",1,0,0,0,1,3.9
"148",317,"10","early drought","B1613-3xT2930-2","B","T","M_Y","24-Apr","","26-mar","","9-Apr","24-Apr","","","",0,0,1,17,6,12,2,47,1,"b",1,1,0,0,0,13.4
"149",318,"11","late drought","B723-3xT2930-2","B","T","M_Y","24-Apr","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,47,1,"b",1,1,0,0,0,8.3
"150",319,"11","late drought","T2420-1xT3105-1","T","T","Y_Y","25-Apr","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,48,1,"w",1,0,0,0,0,4.5
"151",321,"11","control","T2311-6xL1502-12","T","L","Y_Y","19-Apr","","","","","24-Apr","","","",0,0,1,53,7,37,13,42,1,"b",1,0,0,0,1,6
"152",322,"11","control","B2212-3xT2930-2","B","T","M_Y","07-may","","","","","24-Apr","","14-may","",0,0,1,77,15,28,9,60,1,"b",1,1,0,0,0,9.8
"153",323,"11","control","V2519-8xL1502-12","V","L","Y_Y","24-Apr","","","","","24-Apr","","14-may","",0,0,1,64,11,46,17,47,1,"b",0,0,1,0,1,8
"154",325,"10","early drought","T2420-1xT3105-1","T","T","Y_Y","","","26-mar","","8-Apr","24-Apr","","","",0,1,0,NA,NA,NA,NA,NA,0,"w",1,0,0,0,0,7.9
"155",326,"11","late drought","B2913-2xP2409-9","B","P","M_M","02-may","","","","","","25-Apr","","",0,0,1,46,10,6,0,55,1,"b",0,1,0,1,0,11
"156",328,"11","late drought","P513-10xB2324-3","P","B","M_M","","","","","","","25-Apr","","",0,0,1,12,6,21,0,NA,0,"b",0,1,0,1,0,8
"157",329,"11","control","T2803-3xL2221-11","T","L","Y_Y","20-may","","","","","24-Apr","","","",0,0,1,45,15,62,3,73,1,"b",1,0,0,0,1,5.4
"158",332,"12","control","B1109-1xB1503-3","B","B","M_M","19-Apr","","","","","24-Apr","","","",0,0,1,65,16,17,10,42,1,"w",0,1,0,0,0,10.7
"159",333,"10","early drought","B2311-1xT2829-3","B","T","M_Y","","","","","9-Apr","24-Apr","","","",0,0,1,21,8,24,0,NA,0,"b",1,1,0,0,0,4
"160",335,"12","late drought","B1427-3xB3018-3","B","B","M_M","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"w",0,1,0,0,0,18.4
"161",339,"12","control","T2420-1xT3105-1","T","T","Y_Y","","","","","","24-Apr","","","",0,0,1,45,25,51,0,NA,0,"w",1,0,0,0,0,5.8
"162",342,"12","control","B2324-4xP513-10","B","P","M_M","02-may","","","","","24-Apr","02-may","14-may","",0,0,1,62,20,52,5,55,1,"b",0,1,0,1,0,5.6
"163",348,"12","control","T2315-2xT829-3","T","T","Y_Y","","","","","","24-Apr","","","",0,0,1,44,26,46,0,NA,0,"w",1,0,0,0,0,6.2
"164",350,"12","late drought","B711-1xB1207-3","B","B","M_M","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"w",0,1,0,0,0,18
"165",352,"12","control","T515-6xL624-9","T","L","Y_Y","14-may","","","","","24-Apr","02-may","","",0,0,1,63,24,48,4,67,1,"b",1,0,0,0,1,5.2
"166",353,"12","late drought","T3105-1xT2813-2","T","T","Y_Y","24-Apr","","","","","24-Apr","","","",0,1,0,NA,NA,NA,NA,47,1,"w",1,0,0,0,0,4.6
"167",357,"12","control","B2212-3xT2930-2","B","T","M_Y","","","","","","24-Apr","02-may","14-may","",0,0,1,46,19,21,0,NA,0,"b",1,1,0,0,0,8.4
"168",363,"10","early drought","V2519-8xL1502-12","V","L","Y_Y","","","26-mar","","8-Apr","24-Apr","","","",0,1,0,NA,NA,NA,NA,NA,0,"b",0,0,1,0,1,9.6
"169",365,"12","late drought","B2913-3xB2311-1","B","B","M_M","02-may","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,55,1,"w",0,1,0,0,0,11
"170",367,"12","late drought","B1109-1xB1503-3","B","B","M_M","","","","","","24-Apr","","","",0,0,1,2,1,2,0,NA,0,"w",0,1,0,0,0,9.4
"171",368,"12","late drought","B2913-2xP2409-9","B","P","M_M","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",0,1,0,1,0,12
"172",369,"12","control","P513-10xB2324-3","P","B","M_M","","","","","","24-Apr","","","",0,0,1,35,16,49,0,NA,0,"b",0,1,0,1,0,7.6
"173",371,"12","control","B1613-3xT2930-2","B","T","M_Y","17-Apr","","","","","24-Apr","","","",0,0,1,78,13,24,16,40,1,"b",1,1,0,0,0,9.6
"174",376,"12","late drought","T2311-6xL1502-12","T","L","Y_Y","24-Apr","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,47,1,"b",1,0,0,0,1,6.5
"175",377,"10","early drought","B1223-1xT2315-2","B","T","M_Y","","","26-mar","","9-Apr","24-Apr","25-Apr","","",0,0,1,26,14,29,0,NA,0,"b",1,1,0,0,0,6.1
"176",378,"14","late drought","B1916-3xT2829-3","B","T","M_Y","24-Apr","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,47,1,"b",1,1,0,0,0,12
"177",380,"14","control","P1423-7xB2315-1","P","B","M_M","24-may","","","","","","","","",0,0,1,53,27,36,1,77,1,"b",0,1,0,1,0,5.3
"178",382,"14","late drought","B2324-4xP513-10","B","P","M_M","","","","","","24-Apr","","","",0,0,1,19,8,29,0,NA,0,"b",0,1,0,1,0,3.9
"179",386,"14","control","B2913-2xP2409-9","B","P","M_M","07-may","","","","","","","","",0,0,1,53,19,2,4,60,1,"b",0,1,0,1,0,6.1
"180",390,"14","late drought","V2519-8xL1502-12","V","L","Y_Y","","","","","","","30-Apr","","",0,0,1,24,10,22,0,NA,0,"b",0,0,1,0,1,5.8
"181",392,"14","control","B1223-1xB1613-3","B","B","M_M","15-Apr","","","","","","","","",0,0,1,62,15,0,9,38,1,"w",0,1,0,0,0,19.5
"182",396,"14","control","B2913-2xP2409-9","B","P","M_M","03-may","","","","","","","","",0,0,1,48,12,13,3,56,1,"b",0,1,0,1,0,7.8
"183",398,"10","early drought","P513-10xB2324-3","P","B","M_M","","","26-mar","","8-Apr","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",0,1,0,1,0,5.4
"184",401,"14","control","T2315-2xT829-3","T","T","Y_Y","","","","","","","","","",0,0,1,22,13,21,0,NA,0,"w",1,0,0,0,0,6
"185",402,"10","early drought","B711-1xB1207-3","B","B","M_M","","","26-mar","","9-Apr","","25-Apr","","",0,0,1,34,12,30,0,NA,0,"w",0,1,0,0,0,10.1
"186",403,"10","early drought","T515-6xL624-9","T","L","Y_Y","","","","","9-Apr","24-Apr","","","",0,1,0,NA,NA,NA,NA,NA,0,"b",1,0,0,0,1,5.9
"187",404,"10","early drought","T2930-2xT829-3","T","T","Y_Y","","","28-mar","","9-Apr","24-Apr","","","",0,1,0,NA,NA,NA,NA,NA,0,"w",1,0,0,0,0,6.9
"188",406,"14","control","B1223-1xB1613-3","B","B","M_M","24-Apr","","","","","","","","",0,0,1,72,12,3,7,47,1,"w",0,1,0,0,0,15
"189",407,"14","control","P2409-9xB2913-2","P","B","M_M","26-Apr","","","","","","","14-may","",0,0,1,62,15,0,6,49,1,"b",0,1,0,1,0,7.2
"190",408,"10","early drought","T515-6xL624-9","T","L","Y_Y","","","26-mar","","9-Apr","24-Apr","","","",0,1,0,NA,NA,NA,NA,NA,0,"b",1,0,0,0,1,7.4
"191",410,"14","late drought","V1014-5xL624-9","V","L","Y_Y","","","","","","","26-Apr","","",0,0,1,15,3,19,0,NA,0,"b",0,0,1,0,1,8.7
"192",418,"14","control","B723-3xT2930-2","B","T","M_Y","","","","","","","","","",0,0,1,22,8,23,0,NA,0,"b",1,1,0,0,0,11
"193",424,"13","early drought","B2311-1xT2829-3","B","T","M_Y","","","","","","","25-Apr","","",1,0,0,NA,NA,NA,NA,NA,0,"b",1,1,0,0,0,6.2
"194",426,"13","early drought","B2315-1xP1423-7","B","P","M_M","","","","","12-Apr","","25-Apr","","",0,0,1,14,8,21,0,NA,0,"b",0,1,0,1,0,5.2
"195",428,"13","early drought","B2212-3xT2930-2","B","T","M_Y","24-Apr","","26-mar","","9-Apr","24-Apr","","","",0,0,1,8,4,10,3,47,1,"b",1,1,0,0,0,9.3
"196",431,"14","late drought","P1423-7xB2315-1","P","B","M_M","","","","","","","25-Apr","","",0,0,1,27,12,22,0,NA,0,"b",0,1,0,1,0,4.8
"197",432,"14","control","B1427-3xB3018-3","B","B","M_M","24-Apr","","","","","","","","",0,0,1,52,13,24,4,47,1,"w",0,1,0,0,0,17.8
"198",435,"13","early drought","T2803-1xT2505-3","T","T","Y_Y","","","28-mar","","12-Apr","","26-Apr","","",0,0,1,20,6,18,0,NA,0,"w",1,0,0,0,0,7.9
"199",437,"14","late drought","B2311-1xT2829-3","B","T","M_Y","24-Apr","","","","","","25-Apr","","",1,0,0,NA,NA,NA,NA,47,1,"b",1,1,0,0,0,8.9
"200",439,"15","control","B2324-4xP513-10","B","P","M_M","","","","","","24-Apr","","","",0,0,1,26,13,53,0,NA,0,"b",0,1,0,1,0,5.8
"201",440,"15","late drought","B1613-3xT2930-2","B","T","M_Y","24-Apr","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,47,1,"b",1,1,0,0,0,9
"202",445,"15","control","B1916-3xT2829-3","B","T","M_Y","30-Apr","","","","","24-Apr","02-may","14-may","",0,0,1,83,21,23,8,53,1,"b",1,1,0,0,0,8
"203",447,"13","early drought","B2913-2xP2409-9","B","P","M_M","","","28-mar","","9-Apr","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",0,1,0,1,0,6.6
"204",451,"15","control","B2212-3xT2930-2","B","T","M_Y","24-Apr","","","","","24-Apr","","14-may","",0,0,1,95,14,16,10,47,1,"b",1,1,0,0,0,5.9
"205",453,"15","control","V2118-7xL2221-11","V","L","Y_Y","30-Apr","","","","","24-Apr","","","",0,0,1,66,14,45,7,53,1,"b",0,0,1,0,1,7.6
"206",454,"15","control","B1916-3xT2829-3","B","T","M_Y","30-Apr","","","","","24-Apr","","","",0,0,1,61,16,41,8,53,1,"b",1,1,0,0,0,4.5
"207",455,"15","late drought","B1613-3xT2930-2","B","T","M_Y","15-Apr","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,38,1,"b",1,1,0,0,0,12.6
"208",456,"15","late drought","T2420-1xT3105-1","T","T","Y_Y","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"w",1,0,0,0,0,7.6
"209",458,"13","early drought","B2913-3xB2311-1","B","B","M_M","","","28-mar","","","","25-Apr","","",0,0,1,31,8,20,0,NA,0,"w",0,1,0,0,0,7.9
"210",459,"15","late drought","T829-3xT2930-2","T","T","Y_Y","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"w",1,0,0,0,0,2.9
"211",460,"13","early drought","B2913-3xB2311-1","B","B","M_M","24-Apr","","","","12-Apr","","25-Apr","","",0,0,1,10,3,15,5,47,1,"w",0,1,0,0,0,8.9
"212",461,"13","early drought","P2409-9xB2913-2","P","B","M_M","","","","","","","26-Apr","","",0,0,1,15,6,5,0,NA,0,"b",0,1,0,1,0,8.8
"213",466,"15","late drought","T2311-6xL1502-12","T","L","Y_Y","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",1,0,0,0,1,7.8
"214",468,"13","early drought","T829-3xT2930-2","T","T","Y_Y","","","","","","","26-Apr","","",0,0,1,29,10,10,0,NA,0,"w",1,0,0,0,0,5.5
"215",469,"13","early drought","B2913-3xB2311-1","B","B","M_M","","","26-mar","","12-Apr","","25-Apr","","",1,0,0,NA,NA,NA,NA,NA,0,"w",0,1,0,0,0,14.8
"216",471,"15","control","B711-1xB1207-3","B","B","M_M","24-Apr","","","","","24-Apr","","","",0,0,1,5,15,25,9,47,1,"w",0,1,0,0,0,11
"217",472,"15","control","T515-6xL624-9","T","L","Y_Y","","","","","","","","","",0,0,1,20,14,34,0,NA,0,"b",1,0,0,0,1,4
"218",476,"15","late drought","B1223-1xB1613-3","B","B","M_M","8-Apr","","","","","","25-Apr","","",0,0,1,16,6,10,9,31,1,"w",0,1,0,0,0,15.3
"219",478,"13","early drought","B2324-4xP513-10","B","P","M_M","","","","","12-Apr","","26-Apr","","",0,0,1,17,9,32,0,NA,0,"b",0,1,0,1,0,18.3
"220",482,"13","early drought","T2803-3xL2221-11","T","L","Y_Y","","","26-mar","","","","25-Apr","","",0,1,0,4,3,7,0,NA,0,"b",1,0,0,0,1,5
"221",484,"15","control","B1223-1xT2315-2","B","T","M_Y","24-Apr","","","","","24-Apr","","","",0,0,1,67,15,40,8,47,1,"b",1,1,0,0,0,8.4
"222",487,"15","late drought","T2803-1xT2505-3","T","T","Y_Y","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"w",1,0,0,0,0,7.3
"223",489,"13","early drought","B723-3xT2930-2","B","T","M_Y","","","26-mar","","9-Apr","","25-Apr","","",0,0,1,19,7,19,0,NA,0,"b",1,1,0,0,0,4.8
"224",491,"17","late drought","B2311-1xT2829-3","B","T","M_Y","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",1,1,0,0,0,8.9
"225",496,"17","late drought","T2315-2xT829-3","T","T","Y_Y","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"w",1,0,0,0,0,7
"226",497,"17","control","T2803-1xT2505-3","T","T","Y_Y","","","","","","24-Apr","","","",0,0,1,34,15,62,0,NA,0,"w",1,0,0,0,0,6
"227",498,"17","late drought","T2803-3xL2221-11","T","L","Y_Y","","","","5-Apr","","24-Apr","","","",0,1,0,NA,NA,NA,NA,NA,0,"b",1,0,0,0,1,6.1
"228",499,"13","early drought","B2913-2xP2409-9","B","P","M_M","","","28-mar","","12-Apr","","25-Apr","","",0,0,1,15,4,15,0,NA,0,"b",0,1,0,1,0,8.2
"229",500,"13","early drought","B1613-3xT2930-2","B","T","M_Y","","","28-mar","","12-Apr","","25-Apr","","",0,0,1,2.5,1,5,0,NA,0,"b",1,1,0,0,0,8
"230",502,"17","control","P513-10xB2324-3","P","B","M_M","","","","","","24-Apr","","","",0,0,1,44,19,61,0,NA,0,"b",0,1,0,1,0,4.3
"231",504,"16","early drought","B723-3xT2930-2","B","T","M_Y","","","26-mar","","8-Apr","","25-Apr","","",1,0,0,NA,NA,NA,NA,NA,0,"b",1,1,0,0,0,8.8
"232",505,"17","control","B1223-1xB1613-3","B","B","M_M","19-Apr","","","5-Apr","","24-Apr","","14-may","",0,0,1,28,12,15,5,42,1,"w",0,1,0,0,0,9.3
"233",506,"16","early drought","T2803-1xT2505-3","T","T","Y_Y","","","","","12-Apr","","26-Apr","","",0,0,1,22,7,21,0,NA,0,"w",1,0,0,0,0,8
"234",507,"17","control","T829-3xT2930-2","T","T","Y_Y","14-may","","","","","24-Apr","","14-may","",0,0,1,47,23,43,0,67,1,"w",1,0,0,0,0,4.4
"235",509,"17","control","B2311-1xT2829-3","B","T","M_Y","24-may","","","","","24-Apr","","","",0,0,1,61,16,39,0,77,1,"b",1,1,0,0,0,6.2
"236",510,"16","early drought","P1423-7xB2315-1","P","B","M_M","","","28-mar","","8-Apr","","25-Apr","","",0,0,1,8,3,6,0,NA,0,"b",0,1,0,1,0,5
"237",511,"17","late drought","B2212-3xT2930-2","B","T","M_Y","19-Apr","","","5-Apr","","24-Apr","","","",1,0,0,NA,NA,NA,NA,42,1,"b",1,1,0,0,0,9.3
"238",512,"16","early drought","V1014-5xL624-9","V","L","Y_Y","","","28-mar","","8-Apr","","25-Apr","","",0,0,1,7,6,19,0,NA,0,"b",0,0,1,0,1,7
"239",515,"17","late drought","B1207-2xB1127-2","B","B","M_M","03-may","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,56,1,"w",0,1,0,0,0,18.1
"240",516,"16","early drought","T2803-3xL2221-11","T","L","Y_Y","","","26-mar","","9-Apr","","30-Apr","","",0,0,1,14,14,45,0,NA,0,"b",1,0,0,0,1,7
"241",520,"16","early drought","T2420-1xT3105-1","T","T","Y_Y","","","26-mar","","8-Apr","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"w",1,0,0,0,0,7.9
"242",527,"17","late drought","P2409-9xB2913-2","P","B","M_M","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",0,1,0,1,0,9.8
"243",531,"16","early drought","B1109-1xB1503-3","B","B","M_M","","","26-mar","","8-Apr","24-Apr","","","",0,0,1,11,5,8,0,NA,0,"w",0,1,0,0,0,10.9
"244",534,"17","control","T2420-1xT3105-1","T","T","Y_Y","","","","","","24-Apr","","","",0,0,1,53,23,44,0,NA,0,"w",1,0,0,0,0,7.5
"245",536,"17","late drought","T2315-2xT829-3","T","T","Y_Y","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"w",1,0,0,0,0,11.7
"246",538,"17","late drought","B2315-1xP1423-7","B","P","M_M","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",0,1,0,1,0,5.3
"247",539,"17","late drought","V2118-7xL2221-11","V","L","Y_Y","","","","","","","25-Apr","","",0,0,1,24,9,28,0,NA,0,"b",0,0,1,0,1,4
"248",540,"16","early drought","B2212-3xT2930-2","B","T","M_Y","24-Apr","","28-mar","","9-Apr","","26-Apr","","",0,0,1,56,13,8,4,47,1,"b",1,1,0,0,0,12.7
"249",542,"18","control","T2803-1xT2505-3","T","T","Y_Y","30-Apr","","","5-Apr","","24-Apr","","","",0,0,1,75,21,37,10,53,1,"w",1,0,0,0,0,5.9
"250",544,"18","control","B2315-1xP1423-7","B","P","M_M","30-Apr","","","","","24-Apr","","14-may","",0,0,1,69,16,48,15,53,1,"b",0,1,0,1,0,4.5
"251",546,"16","early drought","B2315-1xP1423-7","B","P","M_M","","","","","8-Apr","24-Apr","","","",0,0,1,3.5,2,2,0,NA,0,"b",0,1,0,1,0,4.2
"252",548,"18","control","B1109-1xB1503-3","B","B","M_M","19-Apr","","","","","24-Apr","","14-may","",0,0,1,57,14,47,6,42,1,"w",0,1,0,0,0,15.5
"253",551,"16","early drought","T829-3xT2930-2","T","T","Y_Y","","","26-mar","","8-Apr","","25-Apr","","",0,0,1,3,3,0,0,NA,0,"w",1,0,0,0,0,8
"254",557,"16","early drought","T2311-6xL1502-12","T","L","Y_Y","","","28-mar","","8-Apr","24-Apr","","","",0,0,1,2,1,2,0,NA,0,"b",1,0,0,0,1,6.3
"255",558,"16","early drought","V2118-7xL2221-11","V","L","Y_Y","","","","","8-Apr","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",0,0,1,0,1,8.7
"256",562,"18","late drought","P513-10xB2324-3","P","B","M_M","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",0,1,0,1,0,6.6
"257",564,"16","early drought","P1423-7xB2315-1","P","B","M_M","","","26-mar","","8-Apr","24-Apr","","","",0,0,1,4,3,7,0,NA,0,"b",0,1,0,1,0,6.4
"258",565,"18","control","B723-3xT2930-2","B","T","M_Y","07-may","","","","","24-Apr","","14-may","",0,0,1,59,17,42,7,60,1,"b",1,1,0,0,0,6.2
"259",566,"18","late drought","B2913-3xB2311-1","B","B","M_M","19-Apr","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,42,1,"w",0,1,0,0,0,17.5
"260",570,"18","late drought","T2803-1xT2505-3","T","T","Y_Y","24-Apr","","","5-Apr","","24-Apr","","","",1,0,0,NA,NA,NA,NA,47,1,"w",1,0,0,0,0,6.9
"261",572,"16","early drought","B711-1xB1207-3","B","B","M_M","","","28-mar","","","","26-Apr","","",0,0,1,21,8,16,0,NA,0,"w",0,1,0,0,0,5.9
"262",601,"18","control","T2930-2xT829-3","T","T","Y_Y","02-may","","","","","24-Apr","","14-may","",0,0,1,68,21,42,6,55,1,"w",1,0,0,0,0,6.3
"263",602,"16","early drought","B723-3xT2930-2","B","T","M_Y","","","28-mar","","8-Apr","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",1,1,0,0,0,6.9
"264",603,"18","control","B2913-3xB2311-1","B","B","M_M","25-Apr","","","","","24-Apr","","14-may","",0,0,1,57,19,47,14,48,1,"w",0,1,0,0,0,6.9
"265",605,"18","late drought","B1613-3xT2930-2","B","T","M_Y","24-Apr","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,47,1,"b",1,1,0,0,0,10.6
"266",606,"18","late drought","B711-1xB1207-3","B","B","M_M","","","","","","","25-Apr","","",0,0,1,8,4,20,0,NA,0,"w",0,1,0,0,0,14.5
"267",607,"18","control","B1427-3xB3018-3","B","B","M_M","03-may","","","","","24-Apr","02-may","14-may","",0,0,1,53,10,36,6,56,1,"w",0,1,0,0,0,15.4
"268",608,"18","control","B1109-1xB1503-3","B","B","M_M","30-Apr","","","","","24-Apr","02-may","14-may","",0,0,1,54,17,62,18,53,1,"w",0,1,0,0,0,5.3
"269",609,"18","late drought","B2212-3xT2930-2","B","T","M_Y","","","","5-Apr","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"b",1,1,0,0,0,3.8
"270",612,"18","late drought","T3105-1xT2813-2","T","T","Y_Y","","","","","","24-Apr","","","",1,0,0,NA,NA,NA,NA,NA,0,"w",1,0,0,0,0,9.2
